,논문제목,연도,링크
366,지진예측연구에 있어 과거 발생된 지진의 분포 및 발생현황에 대한 한반도 지진분포자료의 데이터베이스 구축에 관한 연구,2001,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=bba1f4f5ddcebf00&keyword=
367,의료기기의 시판 후 안전관리 및 실사용 데이터 기반 환자 등록 연구를 위한 「의료기기법」법적 근거 고려사항 도출,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=89a1b611c193d4e57ecd42904f0c5d65&keyword=
368,경구용 옥수수불검화정량추출물 치료제(인사돌)의 임상적 유효성 데이터의 통계적 타당성에 대한 연구,2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=34467cc406e0e89a7f7a54760bb41745&keyword=
369,Y-STR 일배체형의 빈도와 부계친족지수 산출을 위한 웹기반 데이터베이스,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fa5db524b80eff607ecd42904f0c5d65&keyword=
370,Banking 검체의 효과적인 이용을 위한 데이터베이스 구축,2008,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=cc95421d1d41962dffe0bdc3ef48d419&keyword=
371,처방 및 약선요리 제조 과정의 데이터베이스 구축을 위한 형태소 분석 연구,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e737d31ee042ebcbd18150b21a227875&keyword=
372,특징점 선택방법과 SVM 학습법을 이용한 당뇨병 데이터에서의 당뇨병성 신장합병증의 예측,2007,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c3252669660d1f51b7998d826d417196&keyword=
373,개인 맞춤형 피부미용기기 개발을 위한 피부 데이터베이스 구축에 관한 연구,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c92616c6cfa408b26aae8a972f9116fb&keyword=
374,족저 근막염의 계절성에 대한 인터넷 검색어 데이터와 건강보험심사평가원 자료의 연관성,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=32ce2ab29c1c5cd8c85d2949c297615a&keyword=
375,마할라노비스 거리와 랜덤포레스트를 활용한 원전 운전데이터 이상 진단 분석,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=34a406f667baa6ecc85d2949c297615a&keyword=
376,연구보고서 소개 - 대형기계 및 고출력기계의 소음정보 데이터베이스화와 관리방안 연구,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6f5939db7031ec5bb7998d826d417196&keyword=
377,PCSK9 저해제와 인지 기능 관련 이상사례: 세계보건복지기구 데이터베이스 VigiBase를 활용한 약물감시 연구,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=89a1b611c193d4e5e9810257f7042666&keyword=
378,유한요소법을 이용한 나이티놀 와이어 스텐트의 전산모사 실험 데이터 검증,2009,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2cd568dcd482e0a9c85d2949c297615a&keyword=
379,아토피피부염 치료를 위한 지식기반의 생약 데이터베이스,2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=210df6a388ecd1e9b7998d826d417196&keyword=
380,딥러닝을 위한 마스크 착용 유형별 데이터셋 구축 및 검출 모델에 관한 연구,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3461e7261934d03bc85d2949c297615a&keyword=
381,종설(綜說) : 상한론에 기재된 처방과 약물의 데이터베이스 구축에 관한 연구,2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=90061309c3705cc1ffe0bdc3ef48d419&keyword=
382,국내 의료기관의 환자안전사고 관련 요인 분석: 2019-2022년 환자안전보고 데이터 활용 이차분석 연구,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6e1a92cdb9e484646aae8a972f9116fb&keyword=
383,뇌졸중 재활치료에 있어서 병원군집간 의료서비스 제공실태와 치료성과 - 일본 뇌졸중 환자 데이터베이스를 이용하여 -,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d7cbc566c41fa4a3ffe0bdc3ef48d419&keyword=
384,임계값  기반  충격  전  낙상검출  및  실제  노인  데이터셋을 사용한  검증,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9c2c79d39c8a4de2d18150b21a227875&keyword=
385,구강 내 스캐너와 구강 외 스캐너를 사용하여 취득된 스캔 데이터 정확도 비교,2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=cbc43e1117df7f5f7f7a54760bb41745&keyword=
386,투약오류 최소화를 위한 국내 유사 의약품명 현황에 대한 의약품목록 데이터베이스 분석연구,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=89a1b611c193d4e5d18150b21a227875&keyword=
387,한·중·일 동양삼국의 氣 학술 연구동향 분석 및 데이터베이스 구축,2001,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3c3486891563bcaeffe0bdc3ef48d419&keyword=
388,Elastic net 기반 특징 선택을 적용한 fNIRS 기반 뇌-컴퓨터 인터페이스 데이터셋 분류 정확도 평가,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=24ada60804f63dbdd18150b21a227875&keyword=
389,온라인 포털에서의 주요 비급여 한의치료 검색 트렌드와 그 의미에 대한 고찰: 네이버 데이터랩을 이용하여,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7f8c9c7a04203b37c85d2949c297615a&keyword=
390,단백질 2차 구조 구성 요소를 이용한 구조 분류 데이터베이스 구축,2005,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b643abc4cfbf97a07ecd42904f0c5d65&keyword=
391,2017 ‘한국인 혈당 참조표준’을 이용한 행정구역별 남녀별 공복혈당 데이터의 특성 및 산포성 비교,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ffbce93582813e5ee9810257f7042666&keyword=
392,한·중·일 동양삼국의 氣 학술 연구동향 분석 및 데이터베이스 구축,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=086ea19153642d7c7ecd42904f0c5d65&keyword=
393,비특이적 만성 허리통증 환자에 대한 전기자극의 효과: 국내 데이터베이스의 메타분석,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=feb6922581600a83e9810257f7042666&keyword=
394,슬관절 전치환술 환자의 의과 및 한의과 의료기관 이용 현황 비교 분석: 건강보험심사평가원 표본 데이터를 이용하여,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9b6b5adfdf3718a347de9c1710b0298d&keyword=
395,관상동맥 스텐트를 삽입한 급성 심근경색 환자의 진료비 및 재원일수 관련 요인에 대한 다수준분석: 2010년과 2015년 국민건강보험공단 맞춤형 데이터베이스 자료를 바탕으로,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=039d3bbdd57f2205c85d2949c297615a&keyword=
396,"간호데이터베이스를 이용한 유방암화자의 간호진단, 간호중재, 간호결과 분류연계",2003,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7c59f95292f1f4156aae8a972f9116fb&keyword=
397,고혈압 관리를 위한 의사지원결정시스템의 데이터 마이닝 접근,2003,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e1489b2188adec3fffe0bdc3ef48d419&keyword=
398,데이터 마이닝을 활용한 병원 재방문도 영향요인 분석: 외래환자의 만족도를 중심으로,2003,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=4eac80e23f450fe1ffe0bdc3ef48d419&keyword=
399,데이터 마이닝을 이용한 피칭과 팔 동작의 분류,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=09e6c92244a254446aae8a972f9116fb&keyword=
400,임상데이터에 근거한 여성 노안 모형안의 전산모사 연구,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e1b43b6e21bed9a9b7998d826d417196&keyword=
401,데이터 배선 용량 최소화를 위한 비정질 실리콘 박막 트렌지스터 배열의 최적화 설계와 구현,2008,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=35fc052246da6244b36097776a77e665&keyword=
402,데이터 마이닝을 이용한 서울시 교직원의 피로요인 탐색연구,2006,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2feb49c07d36311147de9c1710b0298d&keyword=
403,데이터 마이닝을 활용한 뇌경색증과 동반되는 질환의 연관성 분석,2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=4d07871df97d5750d18150b21a227875&keyword=
404,간호데이터를 활용한 환자 재입원 관련요인 및 예측모델 연구: 주제범위 문헌고찰,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7ba1456e2ed76c5c7ecd42904f0c5d65&keyword=
405,공개데이터셋을 이용한 충격 전 낙상 검출 알고리즘 평가 및 비교,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=81a54a5ff4337530c85d2949c297615a&keyword=
406,데이터 마이닝을 이용한 서울시교직원의 피로요인 탐색연구,2006,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e2f8a451b93bc4a6ffe0bdc3ef48d419&keyword=
407,의료기술평가 기반으로서의 데이터 연계,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1f686f7b1f7190a3e9810257f7042666&keyword=
408,대화식 의사결정나무를 이용한 보건의료 데이터 질 관리 알고리즘 개발 : 당뇨환자의 고혈압 동반을 중심으로,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=67ac3943b9bfd04b47de9c1710b0298d&keyword=
409,데이터 마이닝을 활용한 산부인과 내원환자 응급실 총 경유시간 예측 모델에 관한 연구 : 보건정보를 활용하여,2005,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=da84c26a3fd365a1ffe0bdc3ef48d419&keyword=
410,"패널데이터를 이용한 노인의 의료서비스 이용, 의료비 지출, 건강성과의 발달궤적 및 연령차에 관한 연구",2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=08f9d907077729dbd18150b21a227875&keyword=
411,건강보험청구데이터를 이용하여 사용상의 주의사항에 자살이 기재된 약물의 처방 양상 분석,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=48bee8a3f9817e9247de9c1710b0298d&keyword=
412,바이오데이터베이스와 도구를 활용한 바이오인포매틱스의 동향,2004,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6fe904beb456b9a6ffe0bdc3ef48d419&keyword=
413,데이터 이산화와 러프 근사화 기술에 기반한 중요 임상검사항목의 추출방법: 담낭 및 담석증 질환의 감별진단에의 응용,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ca1c8325fd783bf54884a65323211ff0&keyword=
414,공공데이터를 이용한 치매안심센터 작업치료 비용편익분석,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5dc414f1c40865ff7f7a54760bb41745&keyword=
415,선형데이터와 위치정보를 이용한 효율적인 Screen Reader 엔진구현,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9ca8c1780cee82117f7a54760bb41745&keyword=
416,데이터 마이닝을 이용한 산업재해 예측모델에 관한 연구,2000,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=0751b46935e51543&keyword=
417,체육수업 운동시간이 우울수준에 미치는 영향,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=66b28191b3ca2acf7f7a54760bb41745&keyword=
418,데이터 마이닝을 이용한 대변과 약물간의 연관성 분석 -방약합편을 중심으로-,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d5dde77de3cb590b7f7a54760bb41745&keyword=
419,공공데이터를 활용한 치과병의원 운영실태 연구,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2e390a8c464824f2b36097776a77e665&keyword=
420,공공데이터를 통하여 살펴본 국내 헌혈자에서의 수혈감염 가능 신종감염병 유입 가능성 검토,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=325207fac008ffdad18150b21a227875&keyword=
421,소셜데이터 분석을 통한 포스트 코로나 시대 농촌관광의 변화와 적용방안,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c921b252269afaeee9810257f7042666&keyword=
422,EMR데이터를 이용한 일개 한방병원의 한양방협진체계 분석: 예비연구,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=45d51bae93ff5afbe9810257f7042666&keyword=
423,의료데이터베이스에서 의료정보 보안을 위한 다중버전 관리 시뮬레이션,2009,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d73662deadf8713b7ecd42904f0c5d65&keyword=
424,데이터 마이닝을 이용한 입원 암 환자 간호 중증도 예측모델 구축,2005,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1521b35bdaeca363ffe0bdc3ef48d419&keyword=
425,의약품 제조관리에서의 데이터 완전성 위반 유형 분석,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=cdcfcb3c172f5b937ecd42904f0c5d65&keyword=
426,전자의무기록 데이터 분석 접근법,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=40eb29b4eb5d4f64d18150b21a227875&keyword=
427,건강보험심사평가원의 전체환자데이터셋(HIRA-NPS)자료를 이용한 정제의 분할 처방 현황 분석,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c138537c57dd7ccab7998d826d417196&keyword=
428,사상체질정보은행 데이터 항목에 관한 연구,2005,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b12a205ce8bed4d7e9810257f7042666&keyword=
429,국내 데이터 베이스 검색을 통한 자하거 약침 시술에 대한 임상 논문고찰,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9b8cd5248d853c79ffe0bdc3ef48d419&keyword=
430,퇴원환자 진료정보 DB의 데이터 수집 과정 재설계,2000,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=75d9951879cb5c1effe0bdc3ef48d419&keyword=
431,연속적 데이터 처리 심층신경망을 이용한 12 lead 심전도 파라미터의 자동 획득,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a26ea8f2384e012db36097776a77e665&keyword=
432,Exterior 투영데이터를 이용한 Region-of-Interest CT의 반복적 영상재구성 방법,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=af2003d50259bc0c4884a65323211ff0&keyword=
433,임상에서의 데이터 마이닝 개념과 원칙,2009,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e68c9a3d891f332ab7998d826d417196&keyword=
434,임상 데이터 웨어하우스 기반 후향적 시판 후 부작용조사: Fluoxetine 대상 적용 가능성 연구,2009,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e68c9a3d891f332a4884a65323211ff0&keyword=
435,완전 데이터 적응형 MLS 근사 알고리즘을 이용한 Interleaved MRI의 움직임 보정 알고리즘,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=87b0454cef774767d18150b21a227875&keyword=
436,적은 데이터 세트를 기반으로 한 동물 이미지의 향상된 딥 러닝,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=98684057d3e50259b36097776a77e665&keyword=
437,전자건강기록 데이터 기반 욕창 발생 예측모델의 개발 및 평가,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=70eb34e7cb4e39f0b36097776a77e665&keyword=
438,다기관 공통데이터모델을 이용한 직업성 소음 노출과 당뇨 발생과의 연관성 연구,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=189cded835e4a29147de9c1710b0298d&keyword=
439,딥러닝을 이용한 당뇨성황반부종 등급 분류의 정확도 개선을 위한 검증 데이터 증강 기법,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f93cfcdd775d3210c85d2949c297615a&keyword=
440,고령자의 시각기능데이터베이스 구축을 위한 시각기능계측에 관한 연구,2007,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b083935ec3238d9e7ecd42904f0c5d65&keyword=
441,전국 위암 환자 데이터 관리에 관한 설문조사 결과,2004,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d41f08c08437c8227f7a54760bb41745&keyword=
442,보건의료 공공데이터 개방 현황과 개방표준 준수현황,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=85706c26e452fab34884a65323211ff0&keyword=
443,전역 MDR을 이용한 바이오인포매틱스 데이터 소스 통합시스템 설계,2008,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f286a09ff8d1df926aae8a972f9116fb&keyword=
